2023-10-25T02:03:51.178495,15,raw/image.20231025T020351.jpg
2023-10-25T02:03:52.725285,15,raw/image.20231025T020352.jpg
2023-10-25T02:03:54.377627,13,raw/image.20231025T020354.jpg
2023-10-25T02:04:16.192266,12,raw/image.20231025T020416.jpg
2023-10-25T02:04:33.735717,15,raw/image.20231025T020433.jpg
2023-10-25T02:04:49.332224,14,raw/image.20231025T020449.jpg
2023-10-25T02:05:04.947152,18,raw/image.20231025T020504.jpg
2023-10-25T02:05:20.572012,14,raw/image.20231025T020520.jpg
2023-10-25T02:05:36.203760,16,raw/image.20231025T020536.jpg
2023-10-25T02:05:51.770427,13,raw/image.20231025T020551.jpg
2023-10-25T02:06:07.409619,15,raw/image.20231025T020607.jpg
2023-10-25T02:06:22.970138,18,raw/image.20231025T020622.jpg
2023-10-25T02:06:38.605947,15,raw/image.20231025T020638.jpg
2023-10-25T02:06:54.162246,14,raw/image.20231025T020654.jpg
2023-10-25T02:07:10.754910,13,raw/image.20231025T020710.jpg
2023-10-25T02:07:26.311183,13,raw/image.20231025T020726.jpg
2023-10-25T02:07:41.926158,12,raw/image.20231025T020741.jpg
2023-10-25T02:07:57.536235,12,raw/image.20231025T020757.jpg
2023-10-25T02:08:13.217915,13,raw/image.20231025T020813.jpg
2023-10-25T02:08:28.766823,15,raw/image.20231025T020828.jpg
2023-10-25T02:08:44.435223,13,raw/image.20231025T020844.jpg
2023-10-25T02:09:00.000391,11,raw/image.20231025T020900.jpg
2023-10-25T02:09:15.555976,13,raw/image.20231025T020915.jpg
2023-10-25T02:09:31.175090,19,raw/image.20231025T020931.jpg
